"ID","START","LEN","Entity","Sentence","URL","Annot1","Annot2","Annot3","Annot4","Annot5"
13,1,2,"Szabó Attila","Szabó Attila, a Menhely az Állatokért Alapítványa munkatársa szerint sokan nem mernek szólni és tanúskodni sem, azonban szerencsére már több szervezet is hatásosabban fellép az állatkínzókkal szemben.","http://kecskemetitv.hu/lesz/s_!news/i_kecskemet_2/i_megszaporodtak_az_allatkinzasok:_sokan_felnek_tanu_78954/t_Megszaporodtak%20az%20állatkínzások%20sokan%20félnek%20tanúskodni/index.html",0,0,0,0,0
14,7,2,"Matolcsy György","A BT legközelebbi ülésén részt vesz Matolcsy György nemzetgazdasági miniszter is - közölték a lap érdeklõdésére a szaktárcánál.","http://hvg.hu/gazdasag/20110211_ulese_befektetoi_tanacs",0,0,0,0,0
15,5,1,"Todd","Egy további kérdés kapcsán Todd megismételte azt is, hogy a médiahatóság függetlenségét illetõen az érvényes uniós jogi elõírások csak a függetlenség puszta követelményét fogalmazzák meg, annak tartalmi kritériumait nem.","http://hvg.hu/itthon/20110211_mediatorveny_europai_bizottsag",0,0,0,0,0
16,1,2,"Nagy Sándor","Nagy Sándor, a település független polgármestere az MTI érdeklõdésére elmondta, hogy a családot ideiglenesen önkormányzati bérlakásba költöztették.","http://kecskemetitv.hu/hun/sa_zuschlag_per_kecskemet/i_belfold_3/i_csaknem_600_lakohazat_veszelyeztet_a_belviz_szabol_77175/t_Csaknem%20600%20lakóházat%20veszélyeztet%20a%20belvíz%20Szabolcs-Szatmár-Bereg%20megyében/index.html",0,0,0,0,0
17,5,2,"Fridman Róbert","A család ügyvédje, Fridman Róbert bízik abban, hogy a javukra ítél a bíróság, hiszen a felelõsséget nem vitatja a rendõrség.","http://hvg.hu/itthon/20110204_rendorhalalon_sporolnanak",0,0,1,0,0
18,9,2,"Hoszni Mubarak","Tárgyalások folynak az Obama-kormányzat és egyiptomi felsõvezetõk között Hoszni Mubarak egyiptomi elnök azonnali távozásáról és egy ügyvivõ kormány megalakításáról, amelyet támogat a hadsereg - közölték csütörtök este nevük elhallgatását kérõ amerikai tisztviselõk.","http://hvg.hu/vilag/20110204_washington_mubarak_tavozasarol_targyal",0,-1,0,-1,0
20,37,2,"Szijjártó Péter","Arra a kérdésre, hogy ha a nyugdíjkasszában csak a nyugdíjjellegû kifizetések maradhatnak, akkor a rokkantsági kifizetések és a szociális járadékok hova kerülnek, illetve várható-e a nyugdíjak esetleges csökkenése az új rendszerben, Szijjártó Péter azt közölte: nyugdíjcsökkenésrõl természetesen szó sem lehet, ""a nyugdíjak értékét megõrizzük"".","http://kecskemetitv.hu/Rendi?1Å¼i?1rsgi%20felhvs/s_!news/i_belfold_3/i_szijjarto:_nyugdijcsokkenesrol_szo_sem_lehet_76678/t_Szijjártó%20nyugdíjcsökkenésrõl%20szó%20sem%20lehet/index.html",0,0,0,0,0
21,1,2,"Köteles László","Köteles László orvos barátom hónapokkal ezelõtt a BAZ Megyei ÁNTSZ-hez fordult, kérve, hogy állapítsák meg, a rendelõje oltóhely-é vagy sem.","http://giulio.freeblog.hu/archives/2011/02/03/COME_TO_THE_CABARET/",0,0,0,0,0
23,10,2,"Orbán Viktor","Ez az utolsó félmondat a végén ... ezek szerint Orbán Viktor gondoskodni fog róla, hogy új Alkotmányban még véletlenül se lehetõség arra, hogy az Alkotmánybíróság megsemmisítsen egy alkotmányellenes törvényt?","http://vastagbor.blog.hu/2011/02/02/peldatlan_osszefogas",0,-1,-1,-1,-1
24,1,2,"Schiffer András","Schiffer András a közel 40 oldalas javaslatcsomag kapcsán hangsúlyozta, hogy az LMP szerint nincs alkotmányozási kényszer, nincs szükség arra, hogy új alaptörvényt alkosson a parlament.","http://kecskemetitv.hu/Rendi?1Å¼i?1rsgi%20felhvs/s_!news/i_belfold_3/i_sajat_alkotmanykoncepciot_keszitett_az_lmp_is_76463/t_Saját%20alkotmánykoncepciót%20készített%20az%20LMP%20is/index.html",0,0,0,0,0
25,1,2,"Lenhardt Balázs","Lenhardt Balázs elmondta: jelenleg az ingatlanokra felvett lakossági devizahitel-állomány 3.000 milliárd forint, így a nagyjából ugyanekkora magán-nyugdíjpénztári vagyonból fedezni lehetne a devizahitelek forintra váltását a hitelek felvételekor érvényes árfolyamon.","http://kecskemetitv.hu/hun/sa_tv/i_belfold_3/i_a_jobbik_a_magan_nyugdijpenztari_vagyonbol_mentene_75978/t_A%20Jobbik%20a%20magán-nyugdíjpénztári%20vagyonból%20mentené%20meg%20a%20devizahiteleseket/index.html",0,0,0,0,0
26,6,3,"José Manuel Barroso","A források lekötése szempontjából segíthet José Manuel Barroso, az EU-bizottság elnöke, valamint Günther Oettinger energiaügyi biztos nemrégiben lezajlott térségi látogatása.","http://hvg.hu/gazdasag/20110125_nabucco_2011",0,0,1,0,0
27,15,2,"Günther Oettinger","A források lekötése szempontjából segíthet José Manuel Barroso, az EU-bizottság elnöke, valamint Günther Oettinger energiaügyi biztos nemrégiben lezajlott térségi látogatása.","http://hvg.hu/gazdasag/20110125_nabucco_2011",0,0,0,0,0
28,1,2,"Günther Oettinger","Günther Oettinger energiaügyi biztos szerint a Nabucco-projekt ""kettõ vagy három éven belül"" megindulhat, a szükséges földgázmennyiséget pedig azeri és türkmén forrásból fedezik majd.","http://hvg.hu/gazdasag/20110125_nabucco_2011",0,0,0,0,0
29,1,2,"Halmos Ádám","Halmos Ádám úgy vélte, a könyv teljesen érthetõ lesz a magyar olvasók számára is, hiszen nem szerepelnek benne olyan jelentõs nemzetközi ügyek, amelyek ne lennének ismertek itthon, a számítógépes vagy hackernyelv legmélyebb rétegei pedig szintén nem úgy jelennek meg a szövegben, hogy az külön magyarázatra szorulna.","http://atv.hu/kulfold/20110123_leleplezo_konyv_jelenik_meg_a_wikileaks_belso_mukodeserol",0,0,0,0,0
30,4,2,"Juli","A WikiLeaks fejlesztését Julian Assange ausztrál hacker kezdte meg 2006-ban.","http://atv.hu/kulfold/20110123_leleplezo_konyv_jelenik_meg_a_wikileaks_belso_mukodeserol",0,0,0,0,0
31,1,2,"Kovács Zoltán","Kovács Zoltán végül azt is megjegyezte: a kritikák mellett illene elismerni a magyar médiatörvény pozitív elemeit, azokat az elõremutató intézkedéseket, amelyekrõl érdemtelenül kevés szó esik.","http://hvg.hu/itthon/20110118_ebesz_magyar_mediatorveny",0,0,0,0,0
32,56,2,"Reseterics József","A forint piacán napok óta pozitív hangulat uralkodik, ami ha a csütörtöki spanyol és olasz kötvényaukció sikeres lesz - amire a szerda portugál tranzakció ismeretében minden esély megvan -, és a kora délutáni EKB jegybankári komment is optimista jövõképest fest a befektetõk elé, akkor kitarthat a hét hátralévõ részében is - hangsúlyozza Reseterics József, a Raiffeisen devizakereskedõje.","http://hvg.hu/gazdasag/20110113_forint_euro_frank",0,0,0,0,0
33,1,2,"Semjén Zsolt","Semjén Zsolt az ülésen üdvözölte, hogy Traian Basescu román államfõ kihirdette a tanügyi törvényt, amely - mint mondta - nagyon fontos elõrelépés a magyar iskolarendszer, a magyar iskolaügy szempontjából.","http://hetivalasz.hu/itthon/semjen-oriasi-a-nyomas-a-hataron-tuli-magyarokon-34644/",0,0,1,0,0
34,8,2,"Traian Basescu","Semjén Zsolt az ülésen üdvözölte, hogy Traian Basescu román államfõ kihirdette a tanügyi törvényt, amely - mint mondta - nagyon fontos elõrelépés a magyar iskolarendszer, a magyar iskolaügy szempontjából.","http://hetivalasz.hu/itthon/semjen-oriasi-a-nyomas-a-hataron-tuli-magyarokon-34644/",0,1,0,0,1
35,10,2,"Schmitt Pál","Önkéntes az, amit érdek nélkül teszünk - mondta Schmitt Pál köztársasági elnök az önkéntesség európai évének alkalmából rendezett nyitó konferencián szombaton Budapesten.","http://kecskemetitv.hu/hun/sa_kecskemet/i_belfold_3/i_schmitt:_onkentes_az_amit_erdek_nelkul_teszunk_73353/t_Schmitt%20önkéntes%20az,%20amit%20érdek%20nélkül%20teszünk/index.html",0,0,0,0,0
37,32,2,"Sarah Palin","A volt polgármester egyik, névtelenül nyilatkozó tanácsadója szerint mivel jövõre a republikánus párton belüli versengést az olyan, ""szélsõjobboldali"" jelöltek határozzák majd meg, mint Mitt Romney, Sarah Palin vagy Mike Huckabee, egy mérsékelt konzervatív politikusnak jó esélye lehet majd velük szemben.","http://hvg.hu/vilag/20110107_rudy_giuliani_republikanus_elnokjelolt",0,0,0,-1,-1
38,35,2,"Mike Huckabee","A volt polgármester egyik, névtelenül nyilatkozó tanácsadója szerint mivel jövõre a republikánus párton belüli versengést az olyan, ""szélsõjobboldali"" jelöltek határozzák majd meg, mint Mitt Romney, Sarah Palin vagy Mike Huckabee, egy mérsékelt konzervatív politikusnak jó esélye lehet majd velük szemben.","http://hvg.hu/vilag/20110107_rudy_giuliani_republikanus_elnokjelolt",0,0,0,-1,-1
39,9,2,"Bocsa Mihály","A tófaluiak és a káliak is büszkén említik Bocsa Mihály fiának, Józsefnek a nevét, akit 1975-ben szenteltek pappá, és aki jelenleg - mint írja - a Piarista Rend váci templomigazgatójaként ápolja a hívek lelkét.","http://www.heol.hu/heves/kultura/kossuth-lajos-imajatol-a-videk-jeles-bolcseig-352340",0,0,0,0,1
40,10,3,"P. Koltai Róbert","Részben fiktív filmgyártáshoz 4,02 milliárd forintos állami támogatást vett igénybe P. Koltai Róbert filmes producer az index.hu portálon kedden közölt információk szerint.","http://hetivalasz.hu/itthon/allami-milliardok-a-semmire-elindult-a-nyomozas-34073/",0,-1,0,-1,0
41,1,2,"Futó János","Futó János alezredes, parancsnok-helyettes érdeklõdésünkre elmondta, hogy egy gépjármûfecskendõvel és egy magasból mentõ szerrel vonultak a helyszínre.","http://www.heol.hu/heves/kek-hirek-bulvar/kitelepitettek-a-lakokat-a-szel-altal-megrongalt-hazbol-348555",0,0,0,0,0
42,2,2,"Varga Sándor","Mint Varga Sándor alezredes, parancsnok elmondta: a kocsi áramtalanítását végezték el, illetve a helyszín biztosításában segítettek.","http://www.heol.hu/heves/kek-hirek-bulvar/kitelepitettek-a-lakokat-a-szel-altal-megrongalt-hazbol-348555",0,0,0,0,0
43,17,2,"Johann Strauss","Mindegy, hogy kék vagy zöld, csak tiszta legyen a Duna - utalt áttételesen ifj. Johann Strauss 1866-os mûvére Johannes Hahn regionális biztos a stratégia közzétételekor.","http://hvg.hu/vilag/20101209_duna_strategia_eb",0,0,0,0,0
44,21,2,"Johannes Hahn","Mindegy, hogy kék vagy zöld, csak tiszta legyen a Duna - utalt áttételesen ifj. Johann Strauss 1866-os mûvére Johannes Hahn regionális biztos a stratégia közzétételekor.","http://hvg.hu/vilag/20101209_duna_strategia_eb",0,0,0,0,0
45,21,2,"Kövér László","Magyarország meg szeretné oldani a határain kívül élõ magyar állampolgárok parlamenti képviseletét, s ebben számít Horvátország tapasztalataira - mondta Kövér László szerdán, miután fogadta a horvát parlament elnökét, Luka Bebicet.","http://hvg.hu/vilag/20101208_horvatok_kover_laszlo",0,0,0,0,0
47,1,2,"Kövér László","Kövér László a vendégével közösen tartott sajtótájékoztatón kijelentette, ""Magyarország szomszédai sorában Horvátországgal kiemelkedõen jók a kapcsolatok"", semmilyen téren nincs probléma.","http://hvg.hu/vilag/20101208_horvatok_kover_laszlo",0,0,0,0,0
48,1,2,"Kövér László","Kövér László elmondta, tájékoztatta vendégét arról, hogy az alkotmányos rendszer átalakítása keretében Magyarország is megoldja a kisebbségi közösségek parlamenti képviseletének kérdését.","http://hvg.hu/vilag/20101208_horvatok_kover_laszlo",0,0,0,0,0
49,14,2,"Silviu Prigoana","A kabinet fõ erejét alkotó Demokrata Liberális Párt (PD-L) képviselõje, Silviu Prigoana javasolta a kormánynak a módosítást.","http://hvg.hu/vilag/20101206_panaszolnak_be_obamanal",0,0,0,0,0
50,1,2,"Demján Sándor","Demján Sándor üzletember 2003-ban döntött úgy, hogy 10 év alatt három milliárd forintot áldoz magánvagyonából a Prima Primissima Alapítványra, ezáltal is kifejezve tiszteletét a magyar tudomány, kultúra és sport nagyjai elõtt.","http://www.168ora.hu/itthon/megvannak-az-idei-prima-primissima-dijasok-66047.html",0,0,1,1,1
51,1,2,"Fellegi Tamás","Fellegi Tamás nemzeti fejlesztési minisztert nevezete ki a miniszterelnök a Magyar-Kínai Gazdasági Vegyes Bizottság magyar tagozatának elnökévé, és ugyanakkor felmentette ebbõl a tisztségbõl Matolcsy György nemzetgazdasági minisztert - olvasható a Magyar Közlöny legfrissebb számában megjelent miniszterelnöki rendeletben.","http://kecskemetitv.hu/SlurpConfirm404/s_!news/i_belfold_3/i_fellegi_tamas_a_magyar_kinai_gazdasagi_vegyes_bizo_68681/t_Fellegi%20Tamás%20a%20Magyar-Kínai%20Gazdasági%20Vegyes%20Bizottság%20magyar%20elnöke/index.html",1,1,1,1,1
52,25,2,"Matolcsy György","Fellegi Tamás nemzeti fejlesztési minisztert nevezete ki a miniszterelnök a Magyar-Kínai Gazdasági Vegyes Bizottság magyar tagozatának elnökévé, és ugyanakkor felmentette ebbõl a tisztségbõl Matolcsy György nemzetgazdasági minisztert - olvasható a Magyar Közlöny legfrissebb számában megjelent miniszterelnöki rendeletben.","http://kecskemetitv.hu/SlurpConfirm404/s_!news/i_belfold_3/i_fellegi_tamas_a_magyar_kinai_gazdasagi_vegyes_bizo_68681/t_Fellegi%20Tamás%20a%20Magyar-Kínai%20Gazdasági%20Vegyes%20Bizottság%20magyar%20elnöke/index.html",-1,-1,0,0,-1
53,5,2,"Bill Gates","A szoftvercég vezetõje, Bill Gates a Windows 1.0 elõnyei között azt emelte ki, hogy nem kell többé DOS-parancsokat gépelni, csupán egérkattintások szükségesek a képernyõn az ""ablakok"" közti navigáláshoz.","http://www.heol.hu/heves/kozelet/huszonot-eves-a-windows-345096",1,0,1,0,0
54,1,2,"Kiss Norbert","Kiss Norbert csütörtökön, a Magyar Televízió Híradó címû mûsorában azt mondta: Schmitt Pál tájékoztatást kért tõle, miként fordulhatott elõ az, hogy az államfõ és a kommunikációért felelõs, Társadalmi Kapcsolatok Hivatalának vezetõje tudta nélkül nyilvánosságra került egy ""jó szándékkal is dolgozatnak nevezhetõ anyag"".","http://kecskemetitv.hu/SlurpConfirm404/s_!news/i_belfold_3/i_schmitt_nem_latta_az_elnoki_hivatalnak_a_keszulo_u_67798/t_Schmitt%20nem%20látta%20az%20elnöki%20hivatalnak%20a%20készülõ%20új%20alkotmányhoz%20írt%20javaslatait/index.html",0,0,0,0,-1
55,14,2,"Schmitt Pál","Kiss Norbert csütörtökön, a Magyar Televízió Híradó címû mûsorában azt mondta: Schmitt Pál tájékoztatást kért tõle, miként fordulhatott elõ az, hogy az államfõ és a kommunikációért felelõs, Társadalmi Kapcsolatok Hivatalának vezetõje tudta nélkül nyilvánosságra került egy ""jó szándékkal is dolgozatnak nevezhetõ anyag"".","http://kecskemetitv.hu/SlurpConfirm404/s_!news/i_belfold_3/i_schmitt_nem_latta_az_elnoki_hivatalnak_a_keszulo_u_67798/t_Schmitt%20nem%20látta%20az%20elnöki%20hivatalnak%20a%20készülõ%20új%20alkotmányhoz%20írt%20javaslatait/index.html",0,0,0,0,-1
56,6,2,"Sólyom László","Arra a megjegyzésre, hogy Sólyom László már ""válaszolt"" a kérdésre, amikor azt mondta, hogy az alkotmány soha nem akadályozta a kormányokat abban, hogy fontos társadalmi kérdéseket megoldjanak, Lázár János azt mondta: az AB mint intézmény nem, de az eddigi alkotmány igen.","http://atv.hu/belfold/20101118_solyom_laszlo_felelosseget_firtatna_lazar",0,0,0,0,0
57,35,2,"Lázár János","Arra a megjegyzésre, hogy Sólyom László már ""válaszolt"" a kérdésre, amikor azt mondta, hogy az alkotmány soha nem akadályozta a kormányokat abban, hogy fontos társadalmi kérdéseket megoldjanak, Lázár János azt mondta: az AB mint intézmény nem, de az eddigi alkotmány igen.","http://atv.hu/belfold/20101118_solyom_laszlo_felelosseget_firtatna_lazar",0,0,0,0,0
59,1,2,"Kelemen Hunor","Kelemen Hunor elmondta, hogy a szaktárca 1,5 millió lejjel kíván hozzájárulni a szoborcsoport restaurálási költségeihez.","http://kecskemetitv.hu/hun/sa_tv/i_kulfold_4/i_csak_jovore_adjak_at_a_kolozsvari_matyas_szobrot_66943/t_Csak%20jövõre%20adják%20át%20a%20kolozsvári%20Mátyás-szobrot/index.html",0,0,0,0,0
60,31,2,"Gosztonyi Gábor","Egyetértését adta a kialakult gazdasági helyzetre tekintettel a Cerbona Élelmiszeripari Zrt. szerdai közgyûlése ahhoz, hogy a társaság ügyvezetése csõdeljárás lefolytatása iránti kérelmet terjesszen elõ a bíróságnál - mondta el Gosztonyi Gábor, a társaság vezérigazgatója.","http://hvg.hu/gazdasag/20101110_csodvedelmet_ker_a_cerbona",0,0,0,0,0
61,5,2,"Török Árpád","A PropertyEU-nak adott interjúban Török Árpád, a cég vezérigazgatója kifejtette, hogy zöld- és barnamezõs lehetõségeket is látnak számos lengyel városban, csakúgy mint a PKP állami vasúttársasággal együttmûködésben létrehozandó PPP-konstrukciójú projektekben.","http://hvg.hu/gazdasag/20101108_trigranit_regios_beruhazasok",0,0,0,0,0
63,28,2,"Török Árpád","Az utolsó átadások jelentõsen megdobták a forgalmukat, s legalább 40 százalékkal a tavalyi szint felett teljesítenek, s nagyjából 110 millió eurónál zárnak majd - árulta el Török Árpád.","http://hvg.hu/gazdasag/20101108_trigranit_regios_beruhazasok",0,0,0,0,0
64,1,2,"Gönczi Mihály","Gönczi Mihály polgármester elmondta: még 2002-ben határozták meg a legfontosabb fejlesztési feladatokat, az egészségház, a konyha, a buszmegálló és a belvízelvezetés elsõbbségét.","http://www.heol.hu/heves/kozelet/felavattak-az-atanyi-uj-egeszseghazat-342445",0,0,0,0,0
65,1,2,"Silvio Berlusconi","Silvio Berlusconi egyáltalán nem rejti véka alá, hogy ,,szereti az életet, és szereti a nõket"".","http://atv.hu/kulfold/20101103_berlusconi_mogul_kihatral_a_vatikan",0,0,0,1,-1
66,1,2,"Silvio Berlusconi","Silvio Berlusconi közleményében átlátszóan cinikusan elhatárolódott a lejárató cikktõl: ,,Sajnálom, nem tudtam róla, a magánélet szent, akárkirõl is legyen szó"".","http://atv.hu/kulfold/20101103_berlusconi_mogul_kihatral_a_vatikan",0,-1,-1,-1,-1
67,20,2,"Gyõrfi Pál","Ebbõl az összegbõl már idén több mint száz új mentõautót vásárolna a mentõszolgálat a költségvetés elfogadása után - áll Gyõrfi Pál, az Országos Mentõszolgálat kommunikációs és PR igazgatójának szerdai közleményében.","http://hvg.hu/itthon/20101103_mentosok_ketmilliard_plusz",0,0,0,0,0
68,25,2,"Petróczi Tímea","Megfelelõ állapotú az ország valamennyi zagy- és iszaptározója, nincs szükség védelmi intézkedésekre - állapította meg a rendkívüli hatósági vizsgálat, a melynek eredményét Petróczi Tímea, a katasztrófavédelmi kormánybiztos szóvivõje ismertette az MTI tudósítójával vasárnap.","http://kecskemetitv.hu/index.php/s_!news/i_belfold_3/i_megfelelo_allapotuak_az_orszag_zagytarozoi_65583/t_Megfelelõ%20állapotúak%20az%20ország%20zagytározói/index.html",0,0,0,0,0
69,29,2,"Orbán Viktor","Az MSZP azt javasolja a magán-nyugdíjpénztári tagoknak, hogy egyelõre ne lépjenek vissza az állami nyugdíjrendszerbe, mert aki ezt megteszi, az az eddig felhalmozott megtakarítását személyesen Orbán Viktornak adományozza.","http://kecskemetitv.hu/SlurpConfirm404/s_!news/i_belfold_3/i_mszp:_ne_adjak_oda_orbannak_megtakaritasukat_a_mag_65526/t_MSZP%20ne%20adják%20oda%20Orbánnak%20megtakarításukat%20a%20magán-nyugdíjpénztári%20tagok/index.html",0,-1,-1,0,-1
71,14,2,"Nagy Zoltán","Mint ahogyan az ének-zene tanszék tanára és egyben a fõiskolai banda vezetõje, Nagy Zoltán is elmondta, az Agria Voces profilját fõként musicalek képzik - mint például My Fair Lady, Jézus Krisztus Szupersztár -, de elõadásukban olyan népszerû dalokat is hallhatunk a magyar könnyûzenébõl, mint a KFT Afrikája, Varga Miklós Európája, vagy éppen a Valami Amerika betétdala.","http://www.heol.hu/heves/kultura/musicalek-magyar-konnyuzene-agria-voces-modra-336033",0,0,0,0,0
73,54,2,"Varga Miklós","Mint ahogyan az ének-zene tanszék tanára és egyben a fõiskolai banda vezetõje, Nagy Zoltán is elmondta, az Agria Voces profilját fõként musicalek képzik - mint például My Fair Lady, Jézus Krisztus Szupersztár -, de elõadásukban olyan népszerû dalokat is hallhatunk a magyar könnyûzenébõl, mint a KFT Afrikája, Varga Miklós Európája, vagy éppen a Valami Amerika betétdala.","http://www.heol.hu/heves/kultura/musicalek-magyar-konnyuzene-agria-voces-modra-336033",0,0,0,1,0
74,24,3,"Fehér Sándor Adrián","A körülbelül húsz nótát tartalmazó repertoár közé most új szám is bekerült, amelyet szerdán este adott elõ elõször a zenekar: a Fehér Sándor Adrián és Cseh András közös szerzeményét, az ,,A csitári hegyek alatt"" címû népdal remekül sikerült átiratát is meghallgathatták a zenekedvelõk.","http://www.heol.hu/heves/kultura/musicalek-magyar-konnyuzene-agria-voces-modra-336033",0,0,0,1,0
75,28,2,"Cseh András","A körülbelül húsz nótát tartalmazó repertoár közé most új szám is bekerült, amelyet szerdán este adott elõ elõször a zenekar: a Fehér Sándor Adrián és Cseh András közös szerzeményét, az ,,A csitári hegyek alatt"" címû népdal remekül sikerült átiratát is meghallgathatták a zenekedvelõk.","http://www.heol.hu/heves/kultura/musicalek-magyar-konnyuzene-agria-voces-modra-336033",1,0,0,0,1
76,17,2,"Répássy Róbert","A minõségi jogalkotás megteremtése és a jogszabályok megismerhetõségének javítása a célja a jogalkotási törvényjavaslatnak - mondta Répássy Róbert államtitkár szerdán a parlamentben, az elõterjesztés általános vitájának kezdetén.","http://kecskemetitv.hu/MTI/s_!news/i_belfold_3/i_repassy:_a_minosegi_jogalkotas_megteremtese_a_joga_65144/t_Répássy%20a%20minõségi%20jogalkotás%20megteremtése%20a%20jogalkotási%20törvény%20célja/index.html",0,0,0,0,0
77,1,2,"Répássy Róbert","Répássy Róbert, a közigazgatási tárca igazságügyért felelõs államtitkára kiemelte: a javaslat az elmúlt húsz év jogalkotási tapasztalatai, az uniós tagságból fakadó kötelezettségek és az alkotmánybírósági gyakorlat, valamint jogi dogmatika eredményeinek figyelembe vételével minõségi jogalkotás megteremtését, a jogszabályok megismerhetõségének javítását tûzi ki célul.","http://kecskemetitv.hu/MTI/s_!news/i_belfold_3/i_repassy:_a_minosegi_jogalkotas_megteremtese_a_joga_65144/t_Répássy%20a%20minõségi%20jogalkotás%20megteremtése%20a%20jogalkotási%20törvény%20célja/index.html",0,0,0,0,0
78,5,2,"Nagy Sándor","A megváltozott fénytörésben már Nagy Sándor bajsza sem tûnt annyira ódivatúnak, mint korábban, amit az is bizonyít, hogy a SZOT-utód MSZOSZ és szövetségesei - abszolút többséget szerezve a nyugdíj- és egészségbiztosítási önkormányzatokban - fölényesen megnyerték azokat a tb-választásokat, amelyekkel a korábbi Ellenzéki Kerekasztal pártjai éppenséggel meg akarták törni hegemóniájukat.","http://hvg.hu/itthon/20101025_mszp_szaznapos_tojas_mozgo_vilag",-1,-1,0,1,1
